ClientSK;Solde_Compte;Nb_Produits;Nb_Credits_Actifs;Nb_Transactions_Mois;Montant_Transaction_Moyen;Nb_Retraits_GAB_Mois;Nb_Paiements_CB_Mois;Taux_Utilisation_Decouvert;Nb_Connexions_App_Mois;Nb_Virements_En_Ligne_Mois;Score_Satisfaction;Nb_Reclamations_12mois;Solde_Moyen_3mois;Nb_Produits_Resilies_12mois;SegmentID;PackID;Age;Score_Credit;Anciennete_Annees;GouvernoratID;A_Quitte
40245;22343.31;2;0;13;743.02;7;10;32.1;16;4;4;0;25182.28;0;4;2;26;391;4;13;0
40246;18861.63;2;0;8;793.27;5;7;0.0;3;0;3;0;18159.23;1;4;2;34;592;4;1;1
40247;14248.94;4;0;0;315.57;7;0;12.2;24;10;4;1;13257.76;0;4;6;68;436;7;4;0
40248;85724.91;4;1;23;790.30;8;8;40.9;5;0;4;0;84088.57;2;2;5;23;478;7;24;1
40249;14069.30;1;1;21;687.37;5;10;29.5;13;1;5;0;14995.96;1;4;6;34;536;7;1;1
40250;658146.68;7;0;37;4442.06;10;22;68.5;34;1;4;0;569104.65;0;1;7;58;558;8;7;0
40251;14983.61;3;0;18;701.98;9;5;26.9;32;11;4;0;15274.47;1;4;5;40;653;6;14;0
40252;66199.14;3;1;39;2012.01;8;32;0.0;49;5;5;0;70762.97;0;3;3;29;462;3;10;0
40253;140893.19;6;0;34;294.67;14;21;30.0;25;17;4;0;150768.95;0;3;7;58;819;6;21;0
40254;95066.33;2;2;19;1904.51;7;11;53.0;39;7;4;0;92063.19;0;2;7;68;315;7;6;0
40255;24471.42;1;2;6;468.18;6;3;29.8;11;5;4;0;25240.11;0;4;6;35;553;3;6;0
40256;78461.76;6;1;35;1646.36;0;17;36.5;0;1;3;2;82915.20;0;3;3;64;700;7;13;0
40257;171542.13;4;2;33;1297.92;7;10;43.4;18;12;4;0;195583.91;0;3;3;60;346;5;6;0
40258;35850.83;5;0;37;147.47;1;22;41.0;15;0;4;0;37563.98;0;2;5;52;558;2;13;0
40259;19024.98;1;2;37;574.30;1;24;81.6;15;7;4;0;21225.70;0;4;6;30;785;3;6;0
40260;6855.18;2;0;11;743.75;6;1;64.8;6;0;3;0;7594.38;0;4;1;60;432;8;10;0
40261;322249.93;5;2;26;4419.77;1;9;83.6;26;7;5;0;288943.96;0;1;3;25;450;2;5;0
40262;23588.85;3;1;18;701.72;3;14;73.5;41;3;3;0;23409.77;0;4;6;67;324;4;6;0
40263;7359.92;4;1;4;777.30;11;9;2.5;18;10;4;0;7020.00;0;4;5;45;520;7;13;0
40264;24296.67;3;2;43;1368.42;8;15;32.6;26;3;4;0;26717.93;0;2;5;49;314;5;10;0
40265;7190.16;1;1;12;710.36;7;11;29.9;29;14;3;1;6463.80;0;4;1;72;833;7;13;0
40266;15727.95;3;1;36;652.84;5;22;25.3;0;1;3;0;17038.41;1;2;7;60;787;8;14;0
40267;989.92;2;0;15;691.76;1;4;25.3;28;2;5;0;1042.39;0;4;2;63;752;3;15;0
40268;12030.37;1;0;14;665.62;7;5;52.5;41;10;4;0;13241.22;0;4;1;64;495;6;6;0
40269;15305.36;2;0;10;245.27;8;4;92.7;23;8;2;4;13846.88;2;4;1;64;707;8;13;1
40270;18499.17;1;0;13;291.71;0;12;56.1;58;11;4;1;18787.90;0;4;1;61;702;8;6;0
40271;54176.39;7;1;40;817.28;11;20;0.0;5;0;4;1;56547.52;2;3;7;52;782;5;15;0
40272;17760.39;1;0;3;558.39;15;1;57.4;19;11;4;0;19586.32;3;4;2;36;770;4;6;1
40273;12037.80;3;3;18;81.14;3;7;71.7;51;8;4;0;12862.46;2;4;6;53;373;6;6;1
40274;41033.31;3;2;26;1855.75;6;12;70.1;20;0;5;0;36622.13;2;2;7;47;655;7;6;1
40275;306312.69;6;2;16;783.83;6;16;62.6;0;0;3;1;286579.80;0;1;7;35;753;2;15;0
40276;147691.16;6;2;41;4238.26;14;24;1.2;0;0;4;0;144207.45;0;1;7;36;588;6;19;0
40277;134158.70;6;3;27;462.17;2;16;45.8;28;11;4;2;137572.47;0;3;7;43;626;2;1;0
40278;23013.29;2;0;13;267.79;1;3;39.4;24;1;4;0;23438.99;0;4;6;40;532;4;15;0
40279;34358.31;6;0;45;1797.00;8;27;53.9;6;2;4;0;36012.09;0;3;4;18;571;7;6;0
40280;29369.74;6;0;20;890.37;5;17;66.5;34;12;5;0;32923.94;1;2;3;51;466;5;7;0
40281;4003.25;1;0;10;249.70;4;2;89.0;6;1;5;0;4424.34;0;4;6;44;530;7;22;0
40282;6323.66;1;2;15;137.00;8;6;2.5;5;2;3;1;6590.67;2;4;6;35;718;6;7;1
40283;94291.50;4;1;23;1388.94;8;12;0.0;44;8;4;0;104282.60;0;2;7;73;470;6;8;0
40284;233659.76;5;0;27;1375.21;6;18;40.6;15;4;4;0;222281.96;0;3;4;26;494;4;1;0
40285;171823.21;5;1;39;2296.72;16;19;45.6;0;0;4;0;191527.29;0;3;3;19;442;7;14;0
40286;194402.61;6;1;31;294.09;4;23;61.9;0;0;4;0;193054.64;0;3;3;19;827;2;19;0
40287;31350.19;4;0;12;1881.07;14;7;54.2;39;14;4;0;30782.05;0;2;5;65;523;2;4;0
40288;21445.92;1;0;0;571.90;9;0;52.9;26;7;4;1;20277.51;0;4;6;64;773;7;23;0
40289;51646.13;2;0;40;318.74;4;30;9.0;6;1;4;0;57978.11;0;2;7;72;358;6;5;0
40290;39213.92;4;0;24;212.69;6;27;25.7;0;0;3;1;38126.96;0;2;3;64;359;3;2;0
40291;2301.79;1;0;12;485.02;7;9;73.1;26;13;4;0;2220.88;2;4;1;52;389;3;7;1
40292;35997.99;3;0;17;207.77;5;5;14.3;3;0;5;0;38766.24;0;2;5;51;411;7;4;0
40293;7617.78;2;2;9;250.87;10;0;25.6;3;1;4;0;7363.94;0;4;5;43;539;5;15;0
40294;133601.26;5;1;47;1498.29;13;29;44.8;3;0;4;1;151024.67;0;3;7;33;847;3;23;0
40295;113527.28;4;0;6;874.27;8;0;0.0;6;1;4;3;112408.93;1;2;7;24;799;2;4;0
40296;29581.87;5;0;51;2121.94;9;27;41.2;35;1;5;0;28691.66;0;3;3;59;328;2;3;0
40297;153224.40;4;0;49;811.59;8;40;79.5;26;13;5;0;145349.69;0;3;3;73;819;3;1;0
40298;119363.84;4;0;30;991.82;8;14;84.6;33;10;4;0;113616.30;3;2;7;53;397;8;13;1
40299;9008.36;1;0;11;193.65;14;11;30.0;26;10;4;0;8117.64;1;4;2;69;729;5;18;0
40300;118527.83;3;0;28;1269.28;8;13;6.1;16;9;3;1;122600.92;2;2;7;24;446;7;7;1
40301;22534.67;1;0;4;598.02;8;3;8.3;40;3;5;0;21514.42;1;4;5;23;797;5;7;1
40302;1951.44;3;0;16;757.90;2;9;15.5;16;7;3;3;2172.70;0;4;2;31;608;6;3;0
40303;21389.61;2;1;21;481.36;5;10;12.6;28;12;3;0;20160.33;3;4;2;22;779;5;1;1
40304;210372.28;6;1;41;1702.29;5;33;15.4;29;0;5;0;199820.14;0;3;7;48;309;2;21;0
40305;3073.90;3;1;21;86.22;0;10;73.1;6;2;5;0;3385.14;2;4;5;73;813;8;13;1
40306;9138.53;2;0;36;667.26;12;25;50.9;17;9;3;0;8512.92;2;4;6;46;413;5;17;1
40307;14448.59;4;0;19;643.51;5;14;0.0;0;0;3;0;16606.42;1;4;5;55;778;7;10;1
40308;244436.97;3;2;43;807.36;11;25;2.8;30;12;4;0;233309.81;0;3;7;44;524;6;9;0
40309;29479.07;3;0;30;1591.13;3;20;16.4;39;1;4;0;32144.38;1;2;3;67;452;3;4;1
40310;1001.26;2;0;0;534.35;9;1;35.3;8;0;3;1;929.22;3;4;2;59;530;8;3;1
40311;206044.43;5;1;39;573.00;11;25;27.6;31;8;5;0;204470.33;0;3;4;29;342;6;1;0
40312;140642.50;7;0;31;1774.92;2;13;78.2;32;7;3;2;154523.44;0;3;3;35;850;6;6;0
40313;19798.55;3;0;6;534.45;15;0;50.9;48;16;5;0;21427.02;1;4;5;41;476;7;6;1
40314;13682.52;4;1;15;552.11;7;11;60.6;6;1;4;0;13084.60;0;4;6;23;319;4;12;0
40315;116706.73;4;1;35;277.20;5;20;59.2;23;11;4;0;121306.42;0;2;7;24;518;5;15;0
40316;105850.08;4;0;30;3135.27;11;17;0.0;25;7;5;0;100748.95;2;3;4;61;664;7;1;1
40317;11521.34;1;2;18;702.28;12;11;10.2;21;9;3;1;10304.25;0;4;6;59;714;5;17;0
40318;157777.88;5;1;18;1422.22;8;7;57.8;18;6;4;0;161117.75;0;3;7;50;578;2;4;0
40319;47591.78;4;2;35;857.52;8;19;21.6;6;0;4;0;46429.96;0;3;4;31;690;6;6;0
40320;12371.48;2;2;17;795.98;6;18;15.1;6;1;4;0;13821.52;4;4;2;48;658;2;6;1
40321;769350.94;5;1;36;1671.02;10;21;3.2;19;5;4;0;775552.01;1;1;7;51;514;7;15;0
40322;35633.16;5;0;31;284.09;10;19;45.7;21;11;4;0;37229.04;0;2;7;70;510;7;7;0
40323;102965.47;3;0;28;1560.76;7;14;42.7;2;1;4;0;107322.00;2;2;7;56;471;8;2;1
40324;112465.73;5;0;30;676.66;10;28;100.0;35;12;3;0;105984.39;2;2;7;29;530;3;4;1
40325;1032.09;2;1;18;354.25;11;6;91.3;33;9;5;0;1091.13;0;4;2;20;828;2;3;0
40326;10354.43;1;2;10;774.60;0;16;0.0;35;10;1;4;10250.35;3;4;6;69;586;5;2;1
40327;11527.17;1;1;19;779.84;4;10;0.0;5;1;4;0;13163.56;0;4;1;24;301;8;17;0
40328;18673.88;4;2;12;640.50;8;4;39.0;39;13;4;0;17615.92;0;4;1;36;832;4;3;0
40329;60350.50;3;2;28;431.57;9;17;51.8;31;9;5;1;51642.83;1;2;5;30;666;6;7;0
40330;20574.72;2;1;15;706.00;6;15;31.4;12;4;4;0;21837.77;0;4;6;42;507;5;15;0
40331;2866.98;1;0;0;409.30;4;0;0.5;24;7;4;0;2871.65;0;4;6;48;701;2;1;0
40332;21008.51;1;0;15;579.49;11;14;10.3;33;8;4;0;19152.71;2;4;2;56;783;7;8;1
40333;22324.67;2;0;15;305.98;9;9;40.0;1;0;2;2;24386.21;3;4;2;36;704;2;6;1
40334;247455.18;6;0;24;1503.27;7;22;36.0;37;9;4;0;226180.46;0;3;4;26;449;5;15;0
40335;112301.30;5;0;31;287.18;6;26;66.3;41;8;5;0;127457.89;0;2;7;43;802;6;13;0
40336;12859.43;2;0;11;693.62;10;2;15.9;28;15;5;0;12649.10;3;4;5;64;312;3;23;1
40337;562189.56;7;0;28;1703.75;8;21;48.7;25;8;4;1;580958.29;0;1;3;62;512;6;1;0
40338;46751.80;3;1;32;884.81;9;11;30.5;22;7;4;0;50199.77;0;2;7;64;476;6;13;0
40339;598922.53;5;1;17;2546.23;8;7;41.9;29;10;5;0;668554.33;0;1;3;54;717;7;6;0
40340;14359.13;1;0;11;104.15;9;13;15.0;33;18;4;0;13113.27;4;4;1;58;347;2;7;1
40341;5693.16;2;1;25;389.33;11;9;20.1;5;0;4;1;5596.68;3;4;1;43;557;2;13;1
40342;647155.88;5;1;41;3597.84;3;19;20.9;4;0;5;0;718153.30;0;1;3;63;440;4;6;0
40343;122979.54;4;0;30;294.54;8;14;35.0;33;14;5;0;106715.59;2;3;3;55;307;5;7;0
40344;10816.97;4;2;14;59.02;3;11;34.1;5;1;4;0;11409.33;0;4;1;18;701;6;12;0
40345;148642.71;7;0;43;1679.60;11;23;9.9;6;3;5;0;160104.76;0;3;7;48;649;6;6;0
40346;120031.16;6;0;31;2405.99;9;14;46.8;38;16;5;0;136347.24;0;3;3;69;489;2;1;0
40347;53834.89;4;0;29;345.78;10;15;37.1;2;0;4;0;47033.62;0;2;3;60;682;5;22;0
40348;13068.28;2;1;19;549.46;4;14;50.5;4;0;3;0;12743.76;0;4;5;55;518;4;15;0
40349;184875.80;5;1;46;934.59;5;28;58.8;24;12;4;0;211122.95;0;3;3;60;435;7;15;0
40350;67408.51;6;2;18;1950.34;8;9;53.5;1;3;5;0;57906.07;0;2;7;25;802;5;12;0
40351;98218.92;4;1;27;1291.40;9;17;13.8;36;7;5;0;100644.97;1;2;5;69;472;5;6;0
40352;12567.57;1;0;11;76.22;0;5;60.7;24;13;4;0;12984.30;0;4;1;19;720;5;1;0
40353;18827.34;2;0;32;145.18;13;17;54.4;2;0;3;0;16768.01;0;4;2;41;697;7;16;0
40354;78685.84;2;1;29;1560.89;8;19;42.2;30;2;4;0;68504.86;0;2;7;48;744;4;13;0
40355;4917.99;3;0;13;251.33;6;0;30.1;23;3;4;1;5337.66;3;4;1;39;659;2;2;1
40356;3718.74;1;1;23;467.98;11;16;38.2;5;8;3;0;3652.43;2;4;5;54;370;3;3;1
40357;4808.90;1;3;24;530.91;14;13;24.0;26;15;4;0;4345.11;0;4;2;30;403;6;21;0
40358;103169.52;4;0;29;320.27;10;15;58.4;3;2;4;0;111122.19;1;2;7;18;456;3;6;0
40359;247887.39;6;0;25;1868.45;10;17;57.3;30;13;4;0;266964.90;0;3;7;71;533;5;10;0
40360;461134.85;5;3;35;4399.56;11;16;65.5;9;2;4;0;496849.75;1;1;3;60;583;3;6;1
40361;1321.52;2;0;14;317.96;2;15;51.0;35;10;4;0;1493.34;0;4;5;68;300;6;18;0
40362;99692.24;5;3;32;1330.56;0;13;18.4;2;0;5;0;113065.45;0;3;7;33;391;3;1;0
40363;9889.35;1;0;12;317.45;4;4;21.0;26;0;3;0;9422.14;0;4;1;46;337;2;8;0
40364;10694.76;2;1;15;133.04;5;8;67.5;7;1;3;0;9875.69;0;4;5;27;788;8;13;0
40365;4132.32;1;3;31;167.86;0;25;53.4;37;9;4;0;4552.55;0;4;5;60;347;8;2;0
40366;760621.41;6;0;29;2801.21;0;20;5.2;3;1;4;0;822986.98;1;1;3;57;478;2;3;0
40367;11934.84;2;3;18;308.40;10;11;34.3;21;8;5;0;13487.07;3;4;1;55;747;6;5;1
40368;15665.50;2;1;27;68.21;9;12;40.4;4;0;4;0;17939.25;0;4;5;50;329;8;13;0
40369;21394.40;1;1;8;748.14;13;0;28.7;27;7;4;0;24566.69;0;4;5;35;820;7;5;0
40370;104027.81;3;0;19;2146.04;9;14;88.0;32;8;4;0;104872.58;0;3;7;71;412;8;15;0
40371;198478.29;3;2;35;1289.99;10;17;57.1;9;0;4;1;213483.06;0;3;7;44;718;6;18;0
40372;171224.44;5;3;14;272.24;7;8;27.2;35;3;5;0;154465.00;0;3;7;23;385;8;10;0
40373;16248.00;3;1;13;733.16;7;4;15.1;35;0;5;0;17956.14;2;4;5;68;443;3;15;0
40374;140998.09;6;0;40;740.08;3;18;57.1;36;12;4;1;152241.18;0;3;3;60;729;2;11;0
40375;62485.51;3;3;36;1878.37;10;25;69.4;4;3;3;3;71599.73;1;2;3;35;720;8;3;0
40376;18866.80;1;1;24;665.56;5;16;31.6;10;14;4;0;16220.82;0;4;6;58;827;4;6;0
40377;17846.12;1;0;9;447.49;17;12;31.9;7;1;4;0;15186.00;3;4;2;48;586;6;10;1
40378;15866.82;3;3;14;143.69;12;7;55.8;4;3;4;1;17269.30;0;4;5;67;837;3;3;0
40379;12437.15;1;2;11;731.48;9;2;0.0;40;6;4;0;11338.56;2;4;1;55;397;7;15;1
40380;3112.07;2;0;10;617.22;8;2;29.5;35;5;3;1;3537.51;4;4;2;73;631;2;4;1
40381;20635.30;1;0;25;241.14;6;16;79.6;19;11;3;0;19702.23;0;4;5;29;594;4;12;0
40382;13622.11;1;0;8;143.34;10;6;40.7;4;0;2;0;13921.36;1;4;2;33;758;2;4;1
40383;202418.69;6;0;42;899.12;3;22;25.6;20;1;3;1;221845.21;2;3;4;58;372;4;11;1
40384;155526.45;7;0;34;1071.11;10;19;83.7;29;6;5;1;134832.64;0;3;4;50;368;2;13;0
40385;717853.69;4;3;20;4449.67;6;12;66.8;15;8;3;3;814939.54;0;1;7;46;725;2;14;0
40386;14118.47;1;1;17;552.16;8;16;16.4;4;0;2;2;16095.35;1;4;6;21;677;3;19;0
40387;16391.53;4;0;25;111.35;8;16;19.3;3;0;5;0;15766.66;0;4;2;27;507;3;8;0
40388;9327.70;1;2;10;337.62;2;0;78.0;26;10;3;0;10073.89;0;4;5;39;815;4;1;0
40389;4977.21;2;1;0;84.22;14;5;48.1;22;16;4;0;5443.55;0;4;1;50;799;4;18;0
40390;2925.75;1;2;16;322.74;7;1;31.9;48;2;5;0;3250.19;1;4;2;19;421;3;10;0
40391;106983.10;4;0;23;859.32;1;8;24.7;0;0;5;0;102374.35;0;1;3;66;606;3;3;0
40392;46851.67;3;1;24;247.43;5;12;12.6;1;0;4;0;44601.44;0;2;5;24;307;5;12;0
40393;84541.14;5;2;34;3183.68;5;16;52.9;0;1;4;0;89414.66;0;3;3;65;335;7;15;0
40394;131742.81;5;0;42;797.55;2;22;15.2;15;16;4;0;148620.28;0;3;4;60;734;6;6;0
40395;16650.86;2;0;3;602.59;7;0;17.3;29;0;4;0;15767.80;0;4;6;46;566;2;6;0
40396;24257.14;4;0;48;570.56;5;34;58.6;8;1;4;0;27770.58;0;3;4;56;764;5;12;0
40397;589.51;1;2;24;481.02;6;25;0.0;6;3;3;0;671.37;3;4;1;34;540;6;1;1
40398;132611.84;5;3;39;2875.30;3;24;33.1;2;0;4;0;138864.84;0;1;7;44;490;2;6;0
40399;6625.13;1;0;23;82.68;7;18;78.0;24;0;4;0;7079.22;0;4;2;54;850;8;17;0
40400;16241.58;1;0;27;701.05;10;19;43.4;5;1;3;1;15543.31;0;4;5;32;593;5;3;0
40401;78531.86;6;0;39;2475.34;6;13;77.3;18;8;5;0;84660.12;0;3;3;30;402;3;10;0
40402;152916.36;3;0;43;1619.79;7;28;33.3;16;13;2;0;174724.86;3;3;4;25;355;2;24;1
40403;66327.07;6;1;41;2573.29;13;26;55.2;24;8;4;0;57770.89;0;3;3;22;548;6;6;0
40404;16809.36;2;1;12;404.82;9;8;21.4;5;0;4;0;17421.59;2;4;1;42;496;7;3;1
40405;712.06;3;2;18;701.73;9;12;11.3;10;1;4;0;794.24;0;4;2;18;545;2;7;0
40406;13826.51;3;1;0;222.16;6;11;35.5;22;8;3;1;13337.35;1;4;6;67;459;4;21;0
40407;12571.03;1;1;9;765.12;1;9;27.8;30;12;4;0;13949.59;0;4;6;52;667;7;10;0
40408;178136.72;5;1;55;2495.34;6;35;22.8;16;16;4;0;178436.05;0;3;3;36;667;7;6;0
40409;7360.98;3;0;13;372.56;0;5;35.5;30;7;5;0;6902.91;0;4;2;40;304;7;6;0
40410;11787.36;1;0;8;511.75;6;0;12.2;28;6;5;0;10430.04;0;4;1;44;493;8;6;0
40411;44900.02;6;2;24;1012.63;1;12;25.2;0;0;5;0;38664.69;0;2;3;74;425;5;5;0
40412;12752.31;3;0;21;248.68;6;14;16.2;19;4;5;0;13403.46;0;4;6;66;515;3;8;0
40413;97000.12;6;0;35;1616.85;5;14;9.2;10;0;4;0;103629.15;0;3;7;38;792;7;4;0
40414;574157.83;8;1;43;1808.42;6;23;64.8;8;1;5;0;639425.84;0;1;7;68;791;8;6;0
40415;178239.84;5;2;56;3027.83;13;32;22.6;4;12;4;0;161434.16;0;3;4;74;382;8;19;0
40416;719331.07;6;2;26;2521.92;8;8;17.2;29;13;5;0;814850.11;0;1;3;37;566;3;1;0
40417;8167.30;3;0;0;476.53;11;7;28.0;37;12;5;0;7794.08;3;4;2;25;384;8;14;1
40418;202135.20;6;2;26;2864.02;7;13;36.2;4;1;5;0;213052.86;1;1;7;29;728;3;21;0
40419;95597.65;7;3;31;2388.96;3;20;62.7;29;7;5;0;85209.60;0;1;3;73;678;7;5;0
40420;22975.39;1;0;11;248.01;12;10;3.4;0;3;4;0;24368.52;0;4;5;59;666;5;7;0
40421;4449.09;2;0;3;295.65;7;4;38.2;33;2;3;2;4881.77;1;4;1;48;734;8;2;1
40422;223069.29;3;0;25;851.82;0;11;37.8;25;7;3;2;208848.13;0;3;7;60;325;7;6;0
40423;18002.21;2;1;28;483.47;0;19;63.8;43;9;4;0;17387.13;0;4;6;65;665;6;15;0
40424;9275.05;1;0;5;127.31;9;0;0.0;17;9;4;0;9233.83;0;4;6;33;454;7;13;0
40425;7950.26;1;2;18;107.69;5;11;50.2;13;8;4;0;9072.01;0;4;1;29;599;2;10;0
40426;225769.71;7;0;56;339.24;4;31;40.0;30;3;4;1;211049.10;0;3;4;42;757;5;22;0
40427;135428.87;6;1;16;1791.10;8;8;0.0;8;3;4;0;130228.21;0;1;7;35;598;6;6;0
40428;19481.51;5;0;21;1039.18;5;23;21.7;4;0;4;0;17475.57;1;2;7;25;530;6;1;0
40429;15505.48;1;0;17;649.48;6;5;48.3;0;1;4;0;16252.27;1;4;6;63;803;3;6;0
40430;5662.82;3;1;18;207.45;5;9;99.6;12;8;5;0;4867.73;0;4;5;73;645;5;7;0
40431;95800.33;4;0;43;3082.72;7;15;63.8;8;1;4;0;90879.78;0;3;3;57;765;4;11;0
40432;6216.66;3;0;6;410.07;5;11;7.0;36;2;3;0;6861.30;0;4;6;59;670;8;1;0
40433;17861.03;4;0;11;617.17;7;15;38.7;45;3;4;0;17465.83;1;4;1;41;781;3;15;1
40434;180914.19;3;2;39;767.92;11;26;45.7;41;4;3;1;206823.78;0;3;4;24;742;8;15;0
40435;211103.92;5;3;33;1750.89;7;24;54.9;5;0;4;1;206606.65;0;3;4;24;687;3;6;0
40436;130003.54;3;2;31;2641.58;11;17;64.4;32;9;3;1;137168.37;0;3;4;63;453;6;11;0
40437;5774.55;2;1;21;160.33;10;0;53.5;13;13;3;0;5629.97;0;4;6;41;513;5;6;0
40438;58699.96;6;0;42;3183.67;9;28;84.7;6;2;5;1;51616.46;0;3;7;30;760;4;7;0
40439;20355.98;3;1;6;97.28;0;5;64.4;15;9;5;0;20104.48;0;4;5;22;445;7;3;0
40440;86741.81;4;0;33;1928.37;5;22;0.0;2;0;3;1;92965.91;1;2;3;62;465;6;13;1
40441;17264.03;4;2;1;710.05;4;6;29.1;24;3;5;0;16718.42;0;4;5;47;590;5;15;0
40442;21353.13;1;1;15;617.42;9;11;55.5;17;8;4;0;24014.56;0;4;1;18;818;3;14;0
40443;137235.89;4;0;28;2384.50;7;25;7.1;30;0;4;0;149065.57;0;3;4;62;776;6;1;0
40444;172884.44;7;3;43;1041.56;17;19;16.8;2;1;5;0;161948.60;0;3;7;24;793;4;7;0
40445;22041.74;2;0;17;714.81;9;4;15.8;21;11;3;0;20816.95;3;4;6;42;346;4;13;1
40446;17604.73;1;0;18;193.23;0;6;25.2;0;0;5;0;19440.14;2;4;6;49;324;4;1;0
40447;14226.89;3;0;5;640.58;3;0;50.7;36;7;4;1;13282.39;0;4;6;52;741;6;1;0
40448;15115.63;1;1;21;109.10;6;18;3.8;0;1;4;0;15102.46;0;4;6;41;326;4;13;0
40449;3492.77;1;1;6;709.12;10;11;8.7;6;2;4;0;3683.00;0;4;1;50;441;5;7;0
40450;18169.12;2;1;20;495.71;7;4;24.2;23;3;3;0;16698.14;0;4;1;47;598;5;14;0
40451;19545.87;3;3;13;100.87;8;12;46.5;30;0;3;0;17295.48;0;4;2;59;461;4;3;0
40452;16873.45;3;1;19;573.80;4;16;23.7;35;10;4;0;15060.95;0;4;2;75;791;3;24;0
40453;117205.52;4;1;19;387.39;8;12;44.5;1;0;3;0;127999.16;0;2;7;65;844;3;6;0
40454;24004.49;3;1;16;799.96;3;9;4.7;0;1;5;0;21017.19;0;4;5;52;404;2;7;0
40455;19886.35;1;2;10;188.02;7;4;32.9;4;7;3;1;20525.21;0;4;5;30;794;3;10;0
40456;24355.18;1;0;20;528.61;7;8;1.4;7;0;4;0;27695.48;0;4;1;74;613;3;19;0
40457;14837.26;2;0;0;688.18;19;2;29.4;2;0;1;5;13478.00;1;4;1;45;389;4;4;1
40458;13108.17;3;0;9;589.52;10;0;0.0;0;0;3;0;11922.65;0;4;2;38;385;5;6;0
40459;385525.14;6;1;22;882.19;6;13;57.9;7;2;5;0;410666.67;0;1;7;36;678;5;3;0
40460;115127.93;5;0;38;3019.45;17;13;0.0;8;9;4;0;111048.86;1;3;3;23;508;3;10;0
40461;137938.72;4;1;52;2394.33;11;30;44.6;31;14;4;0;135409.56;2;3;7;42;716;6;5;0
40462;140031.98;4;1;38;1198.93;13;27;40.4;3;1;4;0;133925.60;1;3;3;73;524;2;20;1
40463;241714.89;4;2;40;1288.39;5;28;23.2;3;3;5;0;264800.05;0;3;4;59;360;2;3;0
40464;11970.82;2;0;17;181.08;0;8;68.0;30;10;4;0;10392.27;0;4;6;34;320;7;14;0
40465;80225.88;2;0;34;807.00;14;14;52.2;6;0;4;0;72708.89;1;2;7;67;842;2;7;1
40466;147856.03;5;0;33;2934.98;6;18;54.6;5;0;4;0;155320.34;0;3;7;74;586;6;22;0
40467;20658.62;2;1;14;61.49;5;11;13.1;36;5;5;0;22733.79;0;4;2;72;753;3;22;0
40468;11258.84;1;2;17;698.76;0;8;41.1;2;0;3;0;11560.52;2;4;5;50;460;8;6;1
40469;219660.44;3;0;33;2024.91;6;16;39.9;34;6;4;0;210114.03;0;3;3;53;443;3;1;0
40470;10474.73;2;1;18;324.81;12;20;77.4;1;1;4;0;10491.13;0;4;5;75;381;7;7;0
40471;3165.71;1;1;9;388.84;6;17;1.6;35;8;4;0;3502.05;3;4;1;42;324;6;14;1
40472;33883.02;3;0;42;668.84;4;29;32.4;22;2;5;0;33223.08;0;2;5;58;822;2;22;0
40473;356811.21;6;1;30;693.03;3;18;1.9;4;0;4;0;341817.41;0;1;3;75;446;8;17;0
40474;28354.59;3;1;43;1867.44;12;38;82.0;27;6;5;0;31638.84;0;3;3;52;680;6;3;0
40475;1826.69;4;0;9;426.66;6;1;42.0;4;0;5;0;1860.97;0;4;2;71;781;5;1;0
40476;34599.45;3;0;14;1788.03;3;4;16.7;32;3;4;0;39053.55;0;2;7;24;380;5;7;0
40477;11193.79;3;1;20;699.58;3;16;58.1;14;7;3;3;11405.36;0;4;2;69;565;4;6;0
40478;23783.18;4;2;33;1416.41;10;16;0.0;40;13;5;0;21838.69;2;2;7;67;336;5;13;1
40479;61283.36;5;0;45;1851.57;4;17;0.0;1;1;5;0;55908.39;1;3;3;36;503;8;15;0
40480;23112.72;3;0;11;119.25;8;10;32.8;34;8;3;0;21433.44;2;4;6;55;368;7;7;1
40481;8742.80;4;0;16;568.90;10;3;45.8;2;0;4;0;8135.34;0;4;2;53;335;6;15;0
40482;113134.20;6;0;37;2256.94;8;22;49.3;23;2;4;0;101776.42;0;3;7;50;827;7;14;0
40483;23483.06;1;2;3;73.99;4;1;39.4;22;7;4;0;20356.23;1;4;2;37;308;4;15;1
40484;19906.47;2;1;0;314.57;14;0;50.7;28;17;4;1;19532.60;3;4;5;73;842;7;2;1
40485;280975.54;7;3;33;1262.58;9;23;56.1;43;12;4;0;257105.98;0;1;3;34;479;6;5;0
40486;12062.83;2;0;4;598.63;6;0;71.6;24;10;3;1;13855.90;0;4;6;43;549;7;5;0
40487;37984.26;5;0;19;1341.07;6;14;10.8;21;13;4;0;40488.71;0;2;5;65;357;6;1;0
40488;16593.01;5;0;33;151.06;8;17;0.0;7;0;5;0;18932.95;2;2;7;38;306;8;7;0
40489;113211.15;7;1;24;1460.55;10;8;49.2;22;12;5;0;129702.35;0;3;7;53;405;3;14;0
40490;142994.99;7;2;29;3045.25;10;24;47.3;22;0;4;0;141040.65;0;3;3;72;519;8;2;0
40491;405306.86;5;1;38;3708.69;3;24;32.8;35;10;5;0;359524.97;0;1;3;60;550;4;6;0
40492;21075.66;3;1;19;640.99;5;14;8.1;23;9;4;1;19195.82;2;4;5;47;763;6;21;1
